random_32,lru_32,random_64,lru_64,random_128,lru_128,random_256,lru_256,random_512,lru_512,random_1024,lru_1024,random_2048,lru_2048,random_4096,lru_4096,random_8192,lru_8192,total_accesses
0.229882,64000,0.192658,64000,0.150552,28368,0.125777,28368,0.113999,28368,0.104968,28368,0.073846,28368,0.000000,0,0.000000,0,274416
0.233299,65264,0.194611,64512,0.151040,28496,0.125655,28496,0.113755,28496,0.104358,28496,0.072077,28496,0.000000,0,0.000000,0,276720
0.231652,64784,0.194977,64784,0.152505,28752,0.127119,28752,0.115037,28752,0.105700,28752,0.073785,28752,0.000000,0,0.000000,0,276224
0.234276,65616,0.195953,64800,0.152322,28720,0.126692,28720,0.114549,28720,0.105212,28720,0.073175,28720,0.000000,0,0.000000,0,277056
0.230736,64208,0.193451,64208,0.150857,28256,0.125655,28256,0.113694,28256,0.104358,28256,0.072077,28256,0.000000,0,0.000000,0,274448
0.239096,67232,0.201079,66080,0.156654,29360,0.129987,29360,0.117356,29360,0.107958,29360,0.076653,29360,0.000000,0,0.000000,0,277072
0.231835,64528,0.193939,64528,0.150674,28144,0.125289,28144,0.113328,28144,0.103870,28144,0.071466,28144,0.000000,0,0.000000,0,274432
0.235618,65792,0.197723,65008,0.154030,28960,0.128035,28960,0.115708,28960,0.106371,28960,0.074640,28960,0.000000,0,0.000000,0,276784
0.234825,64992,0.196746,64256,0.153664,28880,0.128157,28880,0.116074,28880,0.106799,28880,0.075311,28880,0.000000,0,0.000000,0,274736
0.235130,65648,0.196868,65648,0.152505,28368,0.126326,28368,0.113999,28368,0.104419,28368,0.072077,28368,0.000000,0,0.000000,0,275616
0.234031,65504,0.196991,64496,0.155007,29712,0.129987,29712,0.118027,29712,0.108995,29712,0.078179,29712,0.000000,0,0.000000,0,277328
0.226404,62944,0.188569,62944,0.146647,27536,0.122421,27536,0.110948,27536,0.101612,27536,0.068537,27536,0.000000,0,0.000000,0,273456
0.240195,67344,0.201689,66160,0.156776,29264,0.129926,29264,0.117295,29264,0.107836,29264,0.076531,29264,0.000000,0,0.000000,0,276448
0.228845,63760,0.191926,63760,0.150064,28272,0.125289,28272,0.113511,28272,0.104236,28272,0.071955,28272,0.000000,0,0.000000,0,274752
0.231957,64880,0.195099,64272,0.153420,29328,0.128523,29328,0.116623,29328,0.107531,29328,0.076287,29328,0.000000,0,0.000000,0,277104
0.240256,67504,0.201750,66192,0.156959,29408,0.130292,29408,0.117661,29408,0.108324,29408,0.077141,29408,0.000000,0,0.000000,0,276608
0.230919,64320,0.192841,64320,0.149271,27728,0.123763,27728,0.111680,27728,0.102100,27728,0.069086,27728,0.000000,0,0.000000,0,274688
0.231285,64496,0.192353,63744,0.148599,27760,0.123336,27760,0.111436,27760,0.101917,27760,0.068903,27760,0.000000,0,0.000000,0,275280
0.233116,65136,0.194855,65136,0.150857,28128,0.125044,28128,0.112901,28128,0.103381,28128,0.070734,28128,0.000000,0,0.000000,0,275648
0.238913,66960,0.200225,65680,0.155556,29088,0.129133,29088,0.116684,29088,0.107287,29088,0.075799,29088,0.000000,0,0.000000,0,275920
0.230004,64144,0.192231,64144,0.149027,27760,0.123641,27760,0.111619,27760,0.102100,27760,0.069086,27760,0.000000,0,0.000000,0,275056
0.234886,65760,0.196868,64976,0.153054,28736,0.127058,28736,0.114732,28736,0.105334,28736,0.073297,28736,0.000000,0,0.000000,0,277136
0.233909,65424,0.195404,64560,0.152017,28704,0.126570,28704,0.114549,28704,0.105212,28704,0.073236,28704,0.000000,0,0.000000,0,276704
0.229516,63856,0.191987,63856,0.149515,28016,0.124556,28016,0.112779,28016,0.103442,28016,0.070917,28016,0.000000,0,0.000000,0,274128
0.235313,65680,0.197357,65024,0.154152,29216,0.128645,29216,0.116501,29216,0.107348,29216,0.076287,29216,0.000000,0,0.000000,0,276752
0.230736,64352,0.193207,64352,0.150430,28256,0.125350,28256,0.113450,28256,0.104053,28256,0.071771,28256,0.000000,0,0.000000,0,275040
0.231285,64368,0.194733,63712,0.153542,29328,0.128950,29328,0.117112,29328,0.108080,29328,0.077080,29328,0.000000,0,0.000000,0,275696
0.231652,64672,0.194061,64672,0.150674,28128,0.125106,28128,0.113023,28128,0.103503,28128,0.070917,28128,0.000000,0,0.000000,0,275392
0.239463,67200,0.201567,66112,0.157082,29392,0.130353,29392,0.117661,29392,0.108263,29392,0.077080,29392,0.000000,0,0.000000,0,276688
0.232567,64688,0.193939,64048,0.150308,28080,0.124861,28080,0.112901,28080,0.103442,28080,0.070917,28080,0.000000,0,0.000000,0,274832
0.230431,64224,0.192841,64224,0.149881,28000,0.124556,28000,0.112596,28000,0.103137,28000,0.070490,28000,0.000000,0,0.000000,0,274864
